id1,id2,friended_on
453,821,2015-01-18
478,46,2015-10-30
448,977,2013-09-22
462,544,2015-11-22
460,606,2015-05-15
468,359,2015-12-30
454,794,2007-01-26
464,485,2009-12-29
450,921,2008-03-22
457,704,2012-10-03
460,611,2014-03-25
471,271,2015-02-07
462,550,2015-03-30
459,644,2015-02-09
471,272,2013-02-05
472,241,2002-01-16
478,55,2014-09-14
450,923,2011-08-31
452,862,2015-10-03
455,769,2014-03-23
462,552,2015-07-17
471,274,2013-08-06
475,150,2015-11-23
450,926,2015-11-30
453,833,2011-02-01
462,554,2015-11-10
465,462,2015-02-21
454,804,2013-06-24
455,773,2015-04-28
470,309,2014-01-08
462,557,2015-09-08
469,341,2011-10-28
459,653,2015-09-20
477,96,2015-06-17
475,159,2010-03-28
479,35,2012-05-11
456,749,2011-06-11
465,470,2007-01-14
479,36,2014-08-12
463,533,2014-07-22
459,657,2015-03-11
466,440,2015-12-21
450,937,2015-12-28
460,628,2015-05-31
476,134,2015-03-08
472,259,2014-01-05
455,786,2011-10-15
473,228,2014-08-20
464,508,2012-04-10
458,694,2015-02-03
480,12,2012-06-16
457,727,2015-06-29
464,510,2015-02-28
453,851,2015-01-02
474,201,2014-04-14
470,325,2013-03-10
453,852,2010-09-08
465,480,2011-06-02
458,699,2015-11-21
465,484,2011-01-19
456,763,2012-05-01
450,950,2013-04-18
464,517,2012-04-15
469,363,2014-04-06
468,395,2015-12-08
480,23,2013-12-06
457,736,2015-11-15
463,551,2010-09-27
453,861,2015-11-18
473,241,2014-01-09
475,180,2010-11-01
466,460,2014-04-01
455,802,2015-09-20
480,27,2011-08-07
472,277,2007-10-25
463,556,2004-02-11
470,339,2012-09-28
470,341,2011-08-04
457,744,2014-09-08
473,248,2015-09-05
478,93,2015-01-21
454,838,2015-01-15
461,621,2014-10-10
469,374,2009-07-02
457,746,2010-10-05
474,220,2013-08-14
466,469,2012-12-02
457,749,2013-10-17
466,470,2014-10-20
465,501,2012-09-06
481,6,2013-05-01
474,224,2014-07-21
470,349,2010-05-07
451,938,2011-05-31
467,444,2014-12-25
475,197,2015-10-09
479,74,2009-12-12
456,789,2015-07-22
454,851,2014-04-16
450,976,2005-05-12
458,729,2013-01-05
471,326,2013-12-23
477,140,2014-04-11
466,482,2014-08-20
457,762,2015-11-21
462,607,2015-05-31
452,917,2014-02-05
471,328,2012-09-09
459,700,2012-12-30
475,204,2015-12-25
451,948,2015-12-06
458,732,2013-02-09
470,360,2014-12-27
476,175,2015-04-25
475,206,2008-03-15
477,145,2009-10-18
469,394,2013-05-29
465,520,2013-10-30
457,769,2014-04-23
481,25,2010-12-17
479,87,2015-03-25
478,118,2015-10-01
465,521,2015-10-15
461,647,2015-10-14
455,835,2014-02-11
471,339,2015-11-30
472,308,2015-12-29
457,774,2013-05-26
467,464,2015-01-22
461,651,2015-06-11
463,589,2012-12-24
471,342,2015-06-19
451,962,2015-10-28
459,715,2013-08-07
475,219,2015-07-12
457,778,2014-11-22
479,96,2009-04-14
470,375,2010-05-31
474,251,2014-06-15
472,314,2010-04-05
468,439,2015-12-07
463,594,2014-08-21
457,780,2013-01-24
458,750,2012-12-18
467,471,2015-12-16
454,874,2014-01-07
468,440,2015-11-30
474,255,2015-11-30
458,751,2015-03-03
456,814,2015-01-26
482,8,2014-08-24
460,691,2015-09-16
469,414,2013-05-16
458,755,2013-12-29
452,942,2015-07-03
459,725,2012-01-27
468,446,2015-12-29
455,851,2013-12-02
465,541,2015-10-24
480,76,2013-08-03
459,727,2015-04-24
463,605,2015-05-24
482,16,2015-05-13
466,513,2015-08-14
468,451,2015-12-07
461,668,2015-10-12
471,358,2014-04-20
468,452,2015-12-03
457,793,2013-12-06
462,639,2015-10-22
480,82,2011-09-23
479,113,2009-11-30
465,547,2008-06-07
466,517,2015-11-03
459,735,2014-07-08
475,239,2012-08-09
479,116,2010-10-12
456,830,2013-02-07
451,985,2013-05-13
471,366,2014-12-07
462,645,2015-12-18
468,460,2015-12-13
473,305,2015-02-08
480,89,2010-07-14
479,120,2012-08-18
461,679,2014-12-24
459,742,2015-11-01
478,153,2012-02-26
482,29,2014-04-06
476,215,2012-10-26
454,897,2013-08-18
462,650,2015-08-04
471,371,2014-02-19
471,372,2014-10-01
473,310,2014-05-29
478,156,2015-07-20
459,746,2012-09-10
470,406,2011-03-29
459,747,2015-11-22
467,500,2014-11-22
472,345,2008-07-18
460,718,2013-06-10
451,997,2010-09-08
482,36,2014-03-29
471,377,2014-07-12
458,781,2014-05-03
480,100,2011-06-15
462,659,2015-09-21
472,349,2014-10-22
455,879,2007-12-20
465,569,2015-10-16
460,724,2012-10-13
467,507,2015-02-15
472,353,2010-05-12
467,509,2015-11-11
475,261,2009-02-28
483,15,2014-09-17
471,388,2014-01-09
453,946,2013-04-12
467,512,2015-11-06
465,577,2014-03-16
474,298,2014-01-14
477,207,2014-08-13
460,735,2014-08-14
452,984,2014-10-28
474,302,2013-01-23
469,458,2013-10-18
482,55,2015-07-23
461,707,2015-01-30
460,738,2012-09-15
481,87,2015-11-22
455,894,2011-02-13
481,88,2011-06-10
471,398,2013-07-26
454,925,2015-08-23
454,926,2015-11-22
482,59,2014-03-02
454,927,2011-12-23
464,618,2015-08-06
483,30,2015-06-13
472,371,2005-04-26
481,92,2015-01-02
454,930,2015-12-22
469,466,2012-12-02
465,592,2015-07-12
482,65,2014-09-19
453,965,2015-08-04
469,470,2014-12-03
465,594,2014-07-25
484,6,2012-05-09
459,783,2013-12-02
468,505,2015-12-03
479,165,2014-10-23
463,661,2009-09-21
456,878,2014-10-02
454,940,2015-12-13
467,537,2015-07-05
483,42,2010-10-25
463,663,2015-10-28
470,446,2012-03-17
474,323,2015-12-16
461,726,2015-08-30
462,696,2015-10-07
482,76,2015-04-02
459,789,2014-08-28
482,77,2013-11-06
479,171,2012-08-24
458,823,2015-02-10
478,203,2012-03-17
484,19,2012-09-16
454,949,2014-02-20
469,484,2015-08-04
464,639,2012-11-10
465,610,2015-03-05
463,673,2005-02-25
476,270,2012-12-20
456,891,2013-04-18
463,674,2015-08-21
457,860,2015-11-14
456,892,2012-10-19
478,211,2014-06-13
476,273,2012-10-11
457,864,2010-07-24
479,182,2014-07-26
483,59,2015-06-15
469,493,2014-03-22
461,742,2015-07-27
460,773,2014-07-07
468,526,2015-12-28
480,154,2015-03-14
464,650,2013-02-16
470,465,2007-01-14
470,466,2014-10-20
478,220,2015-03-31
472,406,2012-09-17
479,189,2004-08-24
470,469,2014-12-03
478,221,2015-08-06
458,842,2014-11-09
460,780,2012-08-29
466,595,2014-11-21
477,254,2013-09-13
461,751,2014-10-29
479,194,2015-12-13
480,163,2014-02-01
466,598,2013-10-20
463,691,2015-08-18
464,660,2014-11-22
483,73,2010-06-04
477,259,2013-10-06
466,601,2013-12-13
479,198,2015-11-06
471,446,2014-03-10
463,694,2015-04-22
464,664,2014-08-25
459,820,2015-05-11
481,138,2014-03-12
458,852,2014-07-04
479,201,2013-05-02
480,172,2006-11-30
468,545,2015-12-11
462,731,2015-12-03
471,452,2014-05-27
485,21,2012-11-29
480,177,2013-05-17
466,611,2012-12-01
465,642,2014-04-05
473,394,2014-08-12
458,860,2015-08-08
468,551,2015-12-07
473,397,2013-10-31
482,118,2015-06-13
480,180,2014-07-16
477,274,2008-05-11
469,522,2014-03-12
483,88,2013-08-05
458,865,2015-06-13
459,834,2013-11-17
465,650,2014-08-03
458,867,2012-12-09
483,93,2012-12-31
473,403,2015-07-15
485,31,2015-02-26
464,683,2009-09-23
475,342,2014-08-13
473,404,2015-05-06
481,156,2015-10-16
484,64,2015-05-30
471,467,2015-12-16
479,221,2015-07-21
454,997,2014-09-15
464,688,2015-07-10
486,6,2011-04-03
483,99,2015-03-21
485,38,2013-12-02
460,813,2015-05-29
455,968,2006-08-29
465,659,2015-12-26
471,475,2012-08-30
457,910,2011-09-14
458,879,2014-10-20
464,695,2010-08-08
465,665,2007-10-22
466,634,2015-05-07
464,698,2013-12-25
461,792,2014-06-07
485,48,2010-11-04
462,762,2015-07-07
460,824,2013-11-16
471,485,2013-10-09
477,299,2015-09-23
456,950,2014-12-21
460,828,2013-06-05
471,488,2015-12-09
468,581,2015-12-16
463,737,2009-01-31
458,894,2013-04-05
484,88,2012-02-21
468,585,2015-12-25
483,121,2011-08-05
466,648,2015-05-01
484,91,2012-04-08
467,619,2015-07-30
464,713,2014-11-27
469,560,2005-11-18
479,250,2015-05-06
456,963,2015-11-15
458,903,2012-10-25
473,438,2015-08-30
464,717,2014-09-20
485,66,2014-04-26
470,532,2011-12-31
465,687,2015-05-30
455,999,2015-04-27
485,69,2012-11-21
476,348,2015-09-04
455,1000,2014-09-19
468,598,2015-12-01
461,816,2015-03-05
466,661,2014-02-01
485,73,2015-11-28
465,693,2015-07-12
483,136,2013-12-02
481,199,2010-08-10
487,14,2015-08-03
487,15,2015-06-11
479,263,2015-05-06
460,853,2012-08-15
481,203,2012-11-11
474,420,2013-07-04
459,885,2015-08-04
456,978,2015-12-21
473,452,2015-04-15
478,297,2014-12-09
468,607,2015-12-30
482,173,2014-08-05
480,237,2014-07-16
456,981,2011-10-20
475,394,2013-05-31
477,332,2015-07-14
465,704,2010-02-01
458,922,2015-04-10
462,799,2015-10-27
476,365,2014-07-25
458,924,2013-10-28
456,986,2010-09-21
458,925,2015-10-21
465,708,2014-04-07
469,584,2015-12-31
466,680,2015-02-04
460,869,2013-10-09
457,963,2015-09-11
461,839,2014-12-13
476,374,2014-02-12
459,901,2014-09-25
479,281,2009-09-22
482,189,2014-01-14
487,35,2014-12-11
461,842,2015-06-03
487,37,2014-10-23
458,937,2015-12-21
467,658,2015-03-16
475,413,2010-09-21
483,166,2015-05-27
483,167,2012-05-04
462,818,2015-12-19
488,12,2015-11-26
476,385,2015-09-26
484,137,2014-04-07
464,758,2013-02-09
461,851,2015-12-21
470,572,2011-03-05
463,789,2010-09-13
478,324,2015-11-01
485,108,2015-05-28
472,511,2015-07-24
466,698,2014-10-20
464,761,2010-11-29
470,575,2009-09-10
470,577,2010-06-16
469,608,2006-06-02
464,764,2011-01-05
472,516,2002-06-20
475,423,2015-10-17
459,920,2013-09-14
482,208,2014-11-27
469,612,2013-11-04
471,551,2015-10-10
470,582,2010-08-11
459,924,2014-02-10
472,521,2015-08-22
478,336,2011-05-26
474,460,2013-05-02
477,368,2009-05-04
484,152,2013-08-09
465,742,2013-12-14
485,122,2012-07-16
488,30,2015-11-09
463,805,2003-09-18
464,774,2011-06-03
462,836,2015-04-23
477,371,2015-11-24
473,495,2015-09-30
467,682,2015-12-05
461,868,2015-04-16
488,32,2015-12-02
478,342,2015-03-02
464,776,2011-11-07
483,187,2015-09-08
457,994,2013-11-15
466,715,2014-10-08
482,220,2013-11-11
461,872,2014-04-07
472,531,2015-09-13
464,779,2007-06-14
483,192,2012-02-15
461,874,2014-09-14
462,843,2015-09-12
488,37,2015-12-13
484,162,2015-07-31
484,163,2014-11-13
467,690,2014-12-26
471,567,2013-11-09
476,413,2015-03-09
483,197,2015-12-20
460,910,2013-10-18
473,507,2014-05-23
468,663,2015-12-11
462,849,2015-10-08
489,12,2011-05-22
459,943,2014-06-05
486,107,2014-07-03
478,357,2013-08-01
466,730,2015-11-28
462,855,2015-08-09
468,669,2015-12-28
464,793,2014-05-09
486,112,2015-06-15
459,949,2011-09-20
477,391,2014-08-12
479,330,2010-05-08
461,888,2014-11-25
466,734,2013-05-13
461,889,2014-05-07
489,21,2012-05-06
476,424,2014-03-15
469,644,2015-08-13
461,892,2015-04-11
462,862,2015-11-13
479,335,2013-02-20
477,397,2012-12-12
462,863,2015-10-11
487,88,2015-04-20
473,522,2013-11-02
469,648,2006-02-24
482,246,2015-12-28
473,526,2013-12-20
463,838,2015-03-21
460,931,2015-05-26
468,684,2015-12-11
467,715,2015-04-07
471,592,2013-05-15
465,779,2015-07-31
463,841,2015-04-10
483,221,2015-12-30
480,315,2011-05-21
468,687,2015-12-28
475,471,2012-08-30
464,812,2010-11-07
471,595,2014-04-20
481,286,2013-06-28
467,720,2015-04-21
461,907,2015-05-05
464,814,2015-07-25
470,629,2015-02-26
464,815,2012-02-15
484,195,2014-11-30
481,288,2014-08-27
473,537,2014-05-09
474,507,2015-01-13
465,787,2014-12-27
476,446,2012-06-07
483,230,2014-01-22
468,696,2015-12-03
477,417,2013-08-19
476,448,2012-08-26
462,883,2015-05-14
484,201,2014-10-31
487,109,2014-12-29
490,16,2015-04-22
488,79,2015-12-31
475,483,2013-09-10
490,18,2015-11-08
460,949,2013-12-24
484,205,2015-07-16
480,330,2009-10-13
465,795,2012-10-29
481,300,2015-10-31
465,796,2015-08-07
490,22,2015-12-21
461,922,2015-07-20
490,23,2015-01-19
487,117,2015-02-09
471,613,2013-06-07
476,459,2012-04-20
465,803,2014-08-12
461,927,2015-01-17
469,680,2015-10-23
479,370,2015-11-04
464,837,2015-11-29
481,310,2014-08-20
484,218,2015-03-23
462,901,2015-05-15
484,219,2015-06-05
480,343,2015-02-12
486,157,2015-05-23
462,902,2015-04-18
468,716,2015-12-27
480,344,2008-12-12
482,283,2015-04-18
488,97,2015-12-28
460,966,2013-02-06
488,98,2015-12-31
468,719,2015-12-02
485,192,2014-04-14
480,347,2015-01-22
488,100,2015-11-20
485,193,2011-11-03
479,380,2014-10-20
475,504,2009-08-15
468,721,2015-12-10
477,442,2015-10-25
487,133,2015-11-05
488,102,2015-12-07
485,196,2010-06-20
470,662,2014-05-13
474,539,2012-09-08
490,43,2013-12-11
465,820,2015-07-27
472,603,2014-09-09
486,169,2015-02-11
462,913,2015-03-29
490,46,2015-01-25
473,573,2013-11-22
477,450,2012-03-28
483,264,2010-08-20
484,233,2012-11-22
474,543,2012-11-16
487,140,2015-04-07
478,419,2015-05-25
486,172,2014-06-14
467,764,2014-11-30
472,609,2015-08-26
483,269,2011-11-11
477,456,2010-12-12
488,115,2015-12-24
490,53,2014-07-23
467,767,2015-05-17
477,457,2011-11-27
464,862,2012-02-12
463,894,2008-06-08
482,305,2015-06-15
490,57,2014-08-19
483,277,2011-03-29
473,587,2013-12-13
462,930,2015-12-15
480,372,2008-07-04
481,342,2015-06-12
469,715,2010-06-03
473,592,2015-01-29
462,934,2015-03-20
472,624,2014-11-12
463,903,2015-12-06
467,779,2015-11-06
488,131,2015-12-20
487,162,2015-11-20
479,411,2010-05-11
467,784,2014-12-24
465,847,2015-11-17
463,910,2013-07-29
463,911,2013-04-19
472,632,2005-12-11
488,136,2015-11-27
474,571,2012-10-04
489,106,2015-07-16
484,262,2012-07-19
478,450,2010-03-20
471,673,2014-08-28
490,85,2015-05-01
474,581,2013-02-21
472,644,2015-06-09
467,799,2015-03-04
487,180,2015-06-04
487,181,2015-05-10
463,926,2015-10-18
480,399,2010-04-06
473,616,2014-07-12
482,337,2015-06-03
491,58,2014-09-05
474,586,2013-12-09
486,214,2011-08-16
476,524,2014-09-25
483,307,2015-09-01
486,215,2012-08-12
462,959,2015-03-10
474,588,2015-07-01
491,61,2015-12-20
480,403,2015-09-18
492,31,2012-05-11
477,497,2013-04-24
462,962,2015-10-31
488,156,2015-11-20
464,901,2015-07-18
475,561,2008-10-28
491,66,2015-07-10
490,98,2015-12-30
469,750,2007-12-06
474,597,2014-07-31
487,195,2015-12-08
463,939,2010-09-24
471,692,2013-05-20
488,165,2015-11-26
477,507,2014-03-12
467,817,2015-09-07
463,942,2012-09-10
467,819,2015-05-12
477,511,2014-01-23
487,201,2015-09-05
470,728,2012-08-05
482,356,2015-08-17
469,759,2015-08-24
485,265,2015-12-28
466,855,2015-03-03
471,700,2012-10-17
479,452,2014-04-15
476,547,2015-07-14
493,20,2014-11-21
489,145,2007-04-17
487,207,2015-02-04
491,84,2012-04-22
489,146,2013-04-06
491,85,2014-09-09
484,304,2015-05-23
481,397,2012-06-13
483,335,2011-11-14
463,955,2008-08-24
464,925,2015-10-15
485,274,2012-06-17
483,337,2011-10-20
490,121,2015-11-24
466,865,2015-10-17
465,897,2008-07-26
483,340,2014-05-21
490,123,2013-11-06
462,993,2015-09-13
465,900,2015-07-01
478,498,2013-08-03
473,654,2014-07-17
482,375,2015-09-12
485,283,2014-10-05
476,562,2014-11-15
467,841,2015-12-31
480,438,2013-10-18
464,934,2014-07-13
473,656,2015-12-23
476,564,2014-07-20
494,6,2006-11-14
488,192,2015-12-22
464,937,2015-12-22
489,162,2015-11-11
484,318,2015-02-05
486,256,2013-06-13
494,9,2015-09-11
491,102,2015-01-18
484,320,2015-12-03
493,41,2014-02-01
465,911,2013-12-25
488,198,2015-11-20
478,508,2011-07-20
485,292,2012-12-23
489,168,2009-12-27
470,757,2009-07-01
463,975,2013-07-02
484,324,2009-01-08
476,572,2012-05-22
474,636,2013-07-30
464,948,2013-09-29
483,359,2011-05-28
468,824,2015-12-16
477,546,2015-11-04
481,423,2009-05-27
479,486,2014-02-05
470,766,2015-10-05
492,84,2012-09-18
485,302,2014-10-30
483,364,2013-07-13
488,209,2015-12-04
494,24,2013-05-09
478,520,2015-11-28
471,737,2012-08-04
484,337,2009-07-07
478,523,2015-11-15
481,432,2014-07-13
493,60,2015-04-18
469,804,2015-03-30
472,712,2014-11-22
483,372,2011-06-14
492,93,2008-11-23
475,620,2015-03-30
480,465,2011-06-02
489,187,2015-11-19
488,219,2015-11-14
476,592,2013-04-16
481,437,2012-05-20
495,4,2013-03-28
481,438,2010-06-15
474,656,2015-12-02
482,409,2015-11-28
491,131,2007-07-27
479,503,2015-12-03
477,565,2014-05-10
484,349,2012-09-25
488,227,2015-12-27
483,383,2015-09-04
494,42,2010-11-03
476,600,2015-09-06
492,106,2014-01-28
464,974,2008-10-31
487,262,2015-11-26
492,109,2013-02-26
488,234,2015-12-02
478,545,2013-03-11
464,979,2007-09-21
481,452,2013-08-24
480,485,2013-12-02
476,609,2013-11-06
484,362,2013-01-21
478,548,2015-02-17
490,176,2014-07-09
484,363,2012-12-17
465,952,2015-07-26
487,272,2015-08-13
470,799,2013-06-14
476,614,2014-02-25
469,831,2015-05-22
481,460,2012-09-07
483,398,2012-02-11
466,926,2015-12-17
468,864,2015-12-02
487,275,2015-08-11
481,461,2014-12-08
473,709,2013-11-13
470,803,2012-06-04
479,524,2014-06-30
487,276,2015-09-26
471,772,2015-07-08
482,431,2015-01-05
495,28,2014-01-17
483,401,2015-10-10
479,525,2012-12-29
485,339,2012-04-21
485,340,2015-09-11
467,899,2015-11-06
490,186,2015-03-07
485,342,2015-04-02
477,590,2015-05-23
491,157,2015-05-01
483,406,2013-09-11
484,375,2009-05-09
478,562,2011-12-13
491,159,2012-09-23
469,842,2002-10-27
488,253,2015-11-30
471,780,2015-10-07
474,687,2015-07-04
496,5,2013-05-13
464,998,2005-02-24
487,285,2015-08-30
466,937,2015-12-09
490,194,2015-10-09
478,566,2013-11-29
493,101,2015-02-27
480,505,2015-12-05
479,537,2014-01-19
496,10,2014-03-08
488,259,2015-12-25
478,570,2015-04-08
483,416,2015-02-03
484,387,2010-02-17
482,449,2014-10-10
475,667,2014-02-01
471,793,2014-02-09
470,825,2013-08-28
478,579,2014-06-11
494,84,2012-09-05
471,797,2015-09-03
489,239,2013-01-18
476,642,2015-04-18
490,210,2015-07-28
485,366,2015-02-05
478,583,2014-10-08
495,57,2015-10-05
496,28,2013-08-06
466,958,2014-03-05
489,245,2014-07-04
468,897,2015-12-02
495,60,2014-01-13
477,618,2006-12-09
481,495,2013-11-30
491,185,2012-09-09
471,806,2013-11-09
493,124,2014-03-29
475,682,2015-12-21
467,931,2015-03-21
472,776,2013-10-16
482,466,2014-08-20
497,2,2011-11-04
475,685,2011-11-02
489,252,2015-03-22
466,965,2014-12-06
470,842,2015-07-23
490,222,2015-07-08
487,317,2015-10-04
466,969,2014-09-22
484,411,2012-03-03
486,350,2012-07-12
475,692,2012-04-15
492,165,2013-03-30
491,196,2014-01-03
473,755,2015-10-12
468,910,2015-12-13
489,260,2008-02-17
478,602,2013-04-11
485,385,2011-11-29
489,261,2012-02-24
479,573,2008-06-27
467,946,2015-12-28
477,638,2013-09-13
490,235,2014-08-24
475,700,2006-03-21
476,669,2015-07-16
472,793,2013-10-23
469,889,2012-01-29
489,270,2014-06-26
478,611,2011-08-19
467,952,2015-06-13
468,924,2015-12-04
476,676,2013-08-07
490,243,2015-08-05
476,677,2012-12-25
484,429,2015-06-24
492,181,2015-11-22
495,89,2003-11-25
469,895,2012-06-24
480,555,2015-12-20
481,524,2010-04-26
474,741,2014-08-14
483,463,2011-07-09
475,713,2012-11-30
472,806,2008-08-13
492,188,2015-02-17
496,64,2014-03-28
488,313,2015-11-19
475,718,2012-11-29
473,782,2015-11-24
484,441,2015-01-06
478,628,2015-10-16
486,380,2015-04-25
485,411,2009-01-29
492,195,2005-05-18
477,660,2015-06-02
483,475,2013-09-10
471,847,2015-10-12
475,724,2014-04-15
493,166,2015-11-26
473,786,2014-06-26
494,137,2015-11-06
495,108,2012-12-09
490,265,2014-07-20
488,328,2015-12-01
495,111,2013-09-03
493,174,2014-04-04
468,950,2015-12-19
476,703,2013-04-27
487,362,2015-12-06
488,332,2015-12-06
479,612,2012-05-18
483,489,2008-08-04
493,179,2015-04-05
471,861,2015-08-22
497,55,2014-04-15
492,210,2015-05-16
485,428,2010-05-19
487,367,2015-02-22
479,615,2015-03-25
492,213,2012-11-05
481,555,2015-09-29
473,804,2015-10-12
473,805,2014-10-17
488,340,2015-12-10
491,248,2015-09-06
484,465,2011-01-19
470,900,2013-11-06
489,311,2014-04-23
492,218,2010-10-27
475,745,2015-11-27
490,281,2014-08-11
486,405,2014-01-17
496,96,2015-11-02
491,251,2012-06-30
499,3,2015-12-20
495,128,2014-12-13
484,469,2015-08-04
496,98,2015-12-31
492,222,2013-07-06
474,781,2012-08-30
473,812,2014-11-02
499,7,2015-10-10
471,876,2015-10-30
469,938,2015-02-01
469,939,2008-02-28
493,195,2015-09-24
496,103,2013-08-04
493,197,2015-10-31
491,259,2013-12-17
470,911,2013-03-23
468,974,2015-12-16
468,975,2015-12-24
477,696,2003-11-14
479,635,2010-03-04
491,264,2011-11-10
483,513,2012-09-09
475,761,2011-10-08
471,886,2015-07-12
480,608,2005-10-19
483,515,2014-10-30
468,980,2015-12-29
495,144,2012-01-03
477,703,2015-01-20
485,455,2013-06-13
482,549,2015-12-04
479,643,2012-05-23
485,458,2015-09-10
470,923,2012-02-17
474,800,2013-07-18
488,367,2015-11-22
487,398,2015-05-22
484,492,2011-06-13
484,494,2012-10-24
493,216,2015-12-16
485,464,2009-12-29
486,433,2015-03-15
499,30,2015-08-05
491,278,2015-04-16
498,61,2012-11-26
499,33,2015-07-09
469,963,2015-10-19
485,471,2013-10-09
488,379,2015-12-07
490,317,2015-07-14
480,627,2013-05-07
489,349,2012-03-15
470,939,2003-07-28
481,598,2015-11-05
469,971,2013-01-05
473,847,2015-08-24
471,910,2013-08-18
481,601,2013-06-22
479,664,2014-12-10
492,261,2011-09-22
491,292,2013-01-07
483,541,2015-08-11
472,882,2013-08-05
482,573,2015-05-18
494,201,2015-07-11
485,480,2013-12-02
479,667,2015-01-14
474,822,2014-06-25
472,884,2013-05-17
476,760,2015-05-27
483,543,2013-11-02
479,668,2015-03-12
486,452,2013-05-04
479,669,2013-05-16
487,421,2015-03-27
475,796,2015-03-12
481,611,2013-07-17
471,922,2014-02-19
498,85,2014-10-04
487,427,2015-10-14
473,862,2014-02-16
491,306,2014-08-16
496,151,2014-06-09
490,338,2014-02-22
489,370,2014-12-27
490,340,2014-11-21
499,62,2015-11-27
489,373,2015-10-21
483,559,2015-03-27
494,218,2015-08-02
482,592,2014-07-21
490,346,2015-04-25
484,533,2012-03-02
487,441,2015-09-16
483,565,2012-01-31
470,969,2007-10-15
500,39,2014-09-04
475,814,2015-10-05
470,970,2014-01-14
487,445,2015-07-06
475,817,2014-11-17
477,755,2012-08-23
476,787,2013-01-24
498,105,2015-12-26
501,14,2014-05-27
486,479,2014-02-05
473,882,2013-10-01
487,448,2014-10-13
475,821,2013-07-25
485,511,2014-09-13
473,883,2013-10-31
495,201,2011-10-11
494,233,2007-04-03
477,760,2009-02-10
489,388,2014-10-15
471,946,2014-10-24
500,47,2011-02-25
495,203,2013-05-13
485,513,2011-12-13
475,823,2009-04-22
493,266,2015-05-02
492,297,2015-03-26
483,576,2013-11-20
490,360,2015-04-21
485,517,2009-12-19
500,52,2009-04-30
491,331,2015-06-25
478,735,2012-08-20
500,53,2014-11-10
501,23,2013-09-19
484,551,2015-12-28
477,768,2010-12-28
481,644,2015-09-04
482,614,2014-12-07
472,924,2002-10-18
480,677,2006-02-25
497,153,2011-11-27
494,246,2015-02-25
472,929,2015-11-11
477,775,2014-03-19
499,93,2015-11-14
479,714,2014-05-07
476,807,2012-10-25
486,498,2012-08-19
472,933,2015-12-07
499,97,2015-11-05
485,531,2014-12-26
474,872,2015-04-02
483,594,2014-06-20
489,408,2015-06-17
502,5,2014-09-02
500,68,2015-06-02
494,255,2011-03-11
501,38,2014-07-27
502,8,2013-03-26
489,411,2012-07-09
481,661,2014-06-23
490,383,2015-12-28
476,818,2013-03-23
492,322,2009-09-19
499,106,2015-11-29
500,76,2015-11-25
479,727,2014-07-14
478,758,2014-04-13
483,605,2011-01-29
501,48,2012-12-31
491,358,2015-07-23
476,824,2015-02-06
490,391,2014-12-20
478,763,2015-02-05
479,732,2014-09-10
495,237,2014-07-04
479,734,2015-07-16
490,393,2014-02-16
479,735,2015-07-14
476,828,2013-12-04
471,984,2015-04-09
491,365,2014-05-25
502,24,2015-12-18
474,892,2013-02-25
489,428,2012-01-27
495,242,2014-06-08
497,180,2014-02-26
496,213,2014-01-27
476,834,2015-03-13
479,742,2011-05-08
487,494,2015-02-16
497,185,2014-04-28
471,992,2015-07-20
477,807,2012-09-09
493,312,2014-12-12
495,250,2014-08-07
501,64,2012-08-18
496,220,2013-07-05
474,903,2014-12-21
495,252,2013-09-04
486,531,2014-06-08
483,625,2014-11-03
488,471,2015-12-09
477,812,2015-10-10
501,69,2013-05-19
474,906,2015-08-14
499,131,2015-09-18
490,410,2015-12-18
486,535,2013-11-17
479,752,2014-06-03
489,442,2014-03-10
492,349,2015-04-16
477,814,2015-09-19
481,690,2011-08-17
501,70,2015-07-22
479,753,2010-07-09
482,662,2015-04-01
485,569,2015-09-07
478,787,2012-07-21
490,416,2014-11-01
502,44,2013-04-29
498,168,2015-12-13
501,76,2015-11-23
479,758,2014-03-21
501,77,2014-10-30
494,295,2013-09-26
479,761,2014-05-03
477,824,2013-12-29
480,732,2011-04-30
476,856,2012-05-01
482,671,2015-02-25
503,21,2015-10-28
490,424,2014-11-28
496,240,2014-08-11
503,23,2015-11-03
490,428,2014-02-05
499,149,2015-05-01
479,770,2015-12-30
501,89,2012-12-29
495,277,2007-10-05
492,371,2009-06-13
477,836,2014-08-25
491,403,2015-07-20
497,218,2013-04-13
483,653,2015-07-05
497,220,2013-06-16
501,96,2012-08-04
475,902,2010-06-22
473,965,2015-10-16
499,159,2015-09-18
503,35,2015-12-29
501,99,2013-08-03
484,626,2013-07-07
481,720,2009-02-03
494,318,2013-10-14
482,690,2015-09-02
501,102,2014-10-10
495,288,2015-03-15
487,539,2015-07-26
477,849,2008-10-07
486,571,2013-10-21
493,354,2014-08-13
485,602,2010-08-17
474,944,2014-03-07
496,264,2015-07-19
500,141,2013-05-04
489,483,2008-08-04
483,670,2014-06-08
480,765,2004-12-07
487,548,2015-05-16
483,672,2012-03-20
483,673,2010-07-21
474,952,2012-12-13
484,642,2013-02-28
491,425,2015-05-05
492,395,2015-05-05
503,54,2015-12-01
491,428,2015-06-10
477,862,2001-03-03
502,89,2014-08-15
499,182,2015-09-28
479,803,2015-01-04
496,276,2015-02-08
476,897,2013-04-21
501,125,2012-08-02
