id1,id2,friendedOn
577,356,2010-10-27
585,109,2015-03-19
575,419,2011-03-24
585,110,2014-08-15
567,668,2010-02-06
572,514,2014-06-04
568,640,2015-12-07
586,82,2010-02-22
581,238,2015-02-28
578,331,2004-12-03
587,52,2015-12-07
569,611,2010-09-21
580,271,2015-11-11
574,458,2014-08-10
569,613,2012-03-03
565,737,2004-03-19
569,614,2011-07-30
571,552,2007-01-15
558,957,2013-07-07
586,90,2015-07-08
583,184,2013-06-03
584,153,2015-07-01
564,774,2007-08-13
587,62,2015-08-07
575,436,2014-07-15
589,5,2015-01-05
572,533,2015-07-29
573,503,2015-08-07
585,131,2015-08-15
574,472,2014-08-20
563,813,2015-11-28
575,441,2015-05-12
566,721,2015-08-06
582,226,2010-01-13
583,195,2015-12-29
579,320,2013-03-18
561,878,2014-12-02
576,414,2013-08-24
575,446,2013-05-27
565,758,2010-10-31
579,324,2014-07-11
581,262,2015-07-26
576,418,2014-07-22
586,108,2013-03-31
565,759,2011-04-27
575,450,2014-07-02
580,296,2015-09-22
586,111,2010-08-25
577,390,2015-12-31
565,763,2013-01-21
587,81,2014-08-25
564,794,2015-12-28
569,639,2015-10-08
560,919,2015-11-17
571,578,2010-05-27
566,734,2014-05-31
573,517,2015-01-06
577,393,2010-02-22
571,580,2015-06-21
587,87,2015-06-19
581,273,2012-02-14
558,986,2011-04-07
560,924,2015-10-25
575,459,2015-08-22
587,88,2015-04-08
564,801,2011-05-21
565,770,2013-01-04
562,865,2009-07-24
586,122,2013-07-16
580,309,2014-03-19
575,464,2013-01-10
567,712,2010-03-24
584,186,2015-12-09
570,620,2010-05-20
573,528,2015-04-29
568,684,2015-06-14
577,405,2010-09-29
583,220,2015-03-28
558,996,2009-03-19
562,872,2015-02-13
574,502,2015-12-05
575,471,2009-05-09
576,441,2014-05-31
569,658,2011-12-12
561,907,2013-11-22
578,381,2003-04-25
589,40,2015-12-14
569,660,2012-06-07
559,970,2014-09-26
576,444,2014-03-15
578,382,2014-05-24
574,506,2015-03-16
573,537,2015-08-29
561,910,2015-08-25
582,259,2015-09-01
587,104,2015-03-12
565,786,2014-10-29
578,384,2013-08-10
571,601,2015-06-01
589,44,2013-06-12
564,819,2002-06-12
586,137,2015-07-01
581,295,2013-07-06
576,450,2012-05-22
587,109,2015-05-17
565,791,2015-03-17
586,140,2015-11-20
590,16,2013-01-25
579,357,2013-09-26
573,544,2014-09-26
561,916,2015-07-11
559,978,2014-09-21
589,48,2013-06-27
577,422,2010-11-24
567,733,2012-11-06
562,888,2014-12-27
564,826,2011-03-11
587,115,2015-07-19
571,611,2010-07-13
574,520,2015-08-06
564,830,2012-11-04
586,148,2015-08-17
587,118,2015-10-04
575,491,2014-11-26
578,398,2006-11-23
576,461,2014-09-14
563,864,2015-12-29
567,740,2011-11-27
562,896,2009-06-28
582,280,2015-12-03
584,218,2013-10-18
561,931,2015-12-05
564,838,2015-05-20
581,312,2015-01-14
585,189,2014-10-14
572,592,2008-08-20
591,3,2015-08-03
573,561,2014-11-30
574,531,2015-02-24
567,748,2013-12-06
571,625,2005-09-29
564,843,2010-06-03
574,534,2015-04-28
582,287,2008-03-14
590,39,2015-11-21
575,504,2015-06-21
567,753,2013-02-28
581,319,2014-01-14
568,722,2015-10-11
567,754,2014-01-08
574,540,2014-08-27
571,633,2013-07-17
565,821,2010-04-07
579,387,2015-06-16
578,418,2015-01-05
586,170,2012-01-19
581,325,2010-04-07
562,915,2009-08-23
562,916,2014-02-17
563,885,2015-11-30
570,668,2010-11-06
565,823,2013-12-13
574,546,2015-12-21
581,332,2013-07-27
565,830,2013-09-18
576,491,2014-04-16
581,337,2009-08-23
585,213,2015-03-25
567,771,2009-06-22
568,740,2015-11-25
571,647,2009-08-04
581,338,2005-08-06
568,741,2015-06-22
577,462,2008-10-02
586,184,2015-02-10
560,990,2015-09-25
578,432,2010-04-12
587,154,2014-07-09
586,186,2013-06-25
585,217,2015-08-25
591,32,2008-10-15
569,714,2013-11-14
575,529,2011-03-22
566,808,2015-02-29
592,2,2014-02-15
585,220,2015-02-24
586,190,2015-02-05
566,810,2013-07-29
592,4,2015-12-29
563,904,2015-12-28
580,379,2015-08-05
568,752,2015-09-22
590,71,2014-05-16
571,660,2012-06-30
568,753,2015-08-05
584,258,2015-11-06
578,444,2014-09-17
592,11,2010-06-26
587,167,2015-11-27
575,539,2012-04-27
571,664,2013-08-11
573,602,2014-12-20
565,851,2013-04-07
580,387,2013-12-12
571,667,2011-09-20
563,915,2015-12-17
565,854,2002-12-03
589,111,2015-12-22
592,20,2014-05-06
592,21,2014-04-20
565,859,2014-12-19
582,332,2006-06-02
570,706,2013-07-01
569,737,2014-06-26
575,551,2015-08-14
572,645,2013-06-14
585,243,2015-09-09
581,367,2013-03-06
567,802,2015-04-04
572,648,2014-06-18
584,277,2015-07-21
567,804,2015-03-31
588,154,2015-11-11
573,620,2015-10-20
585,248,2015-01-09
561,992,2014-09-13
565,868,2010-11-02
568,776,2015-08-23
590,94,2015-12-06
561,993,2013-06-25
578,467,2003-01-02
570,715,2015-06-30
589,127,2015-10-27
587,189,2015-12-11
572,654,2013-07-25
575,561,2014-02-04
565,871,2013-05-07
580,407,2015-02-06
564,904,2014-01-21
593,5,2015-02-13
577,502,2014-11-02
579,440,2013-12-02
572,657,2014-12-22
570,720,2015-09-19
580,411,2013-06-20
581,380,2012-08-26
579,442,2015-06-24
582,350,2012-09-07
581,382,2004-12-12
591,72,2015-08-26
568,785,2015-07-28
575,569,2011-01-09
572,663,2013-04-10
586,230,2011-12-27
574,603,2014-07-16
579,448,2014-09-09
587,201,2013-10-03
580,418,2015-10-20
567,821,2014-08-02
590,109,2015-11-11
585,264,2015-09-02
573,637,2015-06-22
582,358,2015-11-03
591,79,2009-04-30
570,730,2013-06-06
584,296,2005-02-13
575,576,2014-11-09
590,111,2014-07-15
565,887,2014-07-13
571,701,2014-12-26
592,50,2015-06-17
568,794,2015-12-05
576,546,2015-05-03
566,857,2010-10-02
588,175,2015-11-27
583,330,2014-06-20
579,454,2012-12-07
584,300,2015-06-25
568,796,2015-09-17
575,580,2015-07-08
583,332,2015-01-23
568,798,2015-11-17
580,426,2014-01-08
580,428,2014-12-09
578,490,2012-02-19
582,366,2013-09-16
565,894,2014-12-12
580,429,2015-08-12
570,740,2015-06-18
579,462,2015-09-05
585,276,2015-01-07
578,494,2015-05-17
584,308,2010-10-22
575,588,2014-04-09
573,651,2015-05-31
581,403,2009-10-03
568,806,2015-12-20
587,217,2015-12-08
574,621,2014-10-27
566,870,2006-10-27
580,437,2014-08-06
591,96,2008-10-29
572,685,2015-12-31
592,65,2015-09-19
562,997,2011-01-31
587,223,2015-01-22
575,595,2015-01-17
587,224,2013-09-25
583,349,2014-02-22
584,318,2006-10-30
584,319,2006-12-07
564,940,2007-07-30
586,259,2015-03-13
570,755,2011-06-18
579,478,2015-06-19
564,944,2005-10-26
578,511,2014-07-20
588,201,2013-09-11
570,759,2015-05-16
580,450,2014-02-01
569,791,2012-05-04
576,575,2014-11-09
594,17,2005-09-05
594,18,2015-05-24
587,236,2015-09-26
575,611,2010-10-27
572,704,2011-03-29
569,797,2013-01-22
580,456,2014-03-31
590,147,2014-08-10
576,581,2014-07-13
563,984,2015-11-26
569,798,2013-01-02
592,85,2011-02-19
573,675,2015-03-04
587,242,2014-11-20
582,397,2015-01-08
577,552,2015-08-31
583,367,2015-09-07
575,615,2015-10-21
578,523,2015-09-30
573,678,2014-12-21
563,989,2015-12-11
589,185,2013-03-14
576,588,2013-04-10
587,247,2015-09-05
587,248,2014-06-29
567,868,2015-02-23
585,311,2015-08-27
584,342,2015-01-23
586,281,2014-10-20
587,250,2014-01-17
571,746,2014-06-17
588,219,2013-06-17
582,407,2015-10-31
589,190,2013-01-30
584,346,2008-04-27
564,967,2014-12-02
586,285,2014-05-30
563,999,2015-12-06
595,7,2013-07-21
572,722,2008-06-18
564,972,2015-09-16
587,260,2015-07-31
592,105,2010-01-17
589,198,2015-08-22
565,943,2015-07-15
584,354,2013-08-20
590,169,2015-09-22
580,479,2015-04-10
570,790,2011-05-23
569,821,2015-01-07
565,946,2014-10-28
588,233,2012-09-25
584,357,2011-09-02
584,360,2015-12-21
579,515,2014-11-01
567,887,2015-11-06
578,548,2014-02-17
593,83,2015-03-26
590,176,2015-09-25
566,920,2005-12-02
571,766,2013-08-24
585,332,2014-11-15
564,985,2010-08-11
575,644,2013-08-09
566,923,2015-01-04
577,582,2008-02-14
574,676,2014-07-30
570,800,2012-08-21
565,955,2013-07-21
565,956,2014-05-20
577,585,2015-05-11
581,461,2014-08-20
595,27,2008-02-14
570,803,2014-11-01
585,339,2015-12-23
595,29,2013-08-10
583,401,2015-02-01
565,960,2015-08-08
590,186,2013-10-26
573,714,2015-01-04
575,652,2013-06-23
579,528,2014-10-25
585,343,2014-08-01
578,561,2012-12-19
575,654,2007-11-21
567,902,2015-04-22
575,657,2015-09-27
592,131,2012-03-07
585,348,2015-08-20
574,690,2015-11-12
570,814,2014-03-03
588,256,2014-04-02
591,163,2014-12-05
567,907,2015-11-13
587,288,2014-01-13
592,133,2010-09-04
580,505,2015-05-08
573,723,2014-09-09
586,320,2014-11-05
569,847,2012-05-24
584,382,2007-04-06
570,817,2010-05-26
594,74,2010-02-05
578,571,2010-05-27
590,202,2015-08-13
573,729,2014-09-12
590,203,2012-04-18
565,979,2013-03-21
589,235,2015-03-18
580,514,2014-07-08
575,669,2014-10-04
572,763,2015-12-04
594,81,2014-03-07
574,702,2015-06-07
585,362,2015-01-09
570,827,2014-01-24
587,300,2015-10-20
588,270,2013-06-07
591,178,2015-07-05
570,829,2015-05-09
595,55,2013-06-21
582,459,2014-06-14
573,739,2014-09-20
596,27,2004-05-08
578,585,2014-09-30
594,92,2014-10-25
580,526,2015-10-23
593,124,2014-10-07
588,279,2012-12-22
576,651,2012-08-18
588,281,2015-12-28
591,189,2014-09-22
575,685,2015-12-24
586,344,2004-09-06
568,903,2015-06-16
587,315,2013-01-21
583,439,2015-12-14
567,935,2014-04-19
565,998,2015-12-02
577,627,2014-04-17
580,534,2015-09-22
588,287,2015-02-13
567,939,2015-08-17
596,41,2015-04-07
570,847,2008-09-10
592,167,2015-10-18
576,664,2015-08-26
567,944,2011-10-28
591,200,2014-03-15
575,696,2014-03-29
590,233,2015-01-05
582,483,2010-09-16
581,514,2013-05-30
572,793,2015-06-11
595,81,2012-08-11
591,208,2003-09-08
597,23,2012-12-28
590,240,2015-08-16
584,426,2011-03-03
566,985,2010-12-29
585,396,2015-04-01
591,211,2010-09-20
581,522,2009-06-30
581,523,2013-06-04
567,957,2014-03-30
574,742,2014-04-25
590,246,2012-05-26
574,743,2015-05-09
585,402,2014-09-14
566,991,2015-11-23
581,526,2007-11-04
579,588,2013-03-04
577,652,2009-07-20
574,745,2015-12-16
590,250,2015-07-08
587,343,2014-12-13
575,715,2009-03-19
596,65,2012-11-23
582,500,2013-06-29
585,409,2015-06-09
566,998,2009-10-18
576,688,2013-08-20
590,255,2015-12-21
573,782,2015-11-04
575,721,2015-11-21
586,380,2014-12-06
591,226,2006-12-15
587,350,2015-06-29
582,505,2014-12-26
596,72,2015-08-06
573,785,2015-06-08
595,103,2014-03-01
568,941,2015-09-25
580,571,2015-06-21
567,974,2011-11-27
572,819,2004-12-25
586,386,2008-03-22
587,355,2014-05-29
579,603,2013-04-20
591,232,2014-11-27
585,418,2014-10-03
581,543,2008-04-21
568,946,2015-07-04
583,481,2013-07-03
574,760,2015-12-16
593,171,2015-09-04
580,575,2015-07-08
591,234,2014-11-20
569,916,2015-08-18
598,17,2014-01-05
567,978,2014-07-03
590,266,2015-11-26
597,49,2015-11-14
597,50,2015-12-01
579,609,2015-10-20
572,826,2012-04-24
577,671,2013-10-11
567,982,2015-09-03
571,859,2015-04-19
594,146,2014-10-19
598,23,2014-05-29
595,117,2015-03-18
584,458,2015-06-02
574,770,2015-10-19
593,182,2015-06-09
595,123,2009-10-08
569,929,2010-06-11
591,247,2015-07-28
583,496,2014-11-14
586,404,2011-02-12
581,559,2014-12-26
588,343,2013-01-16
567,994,2015-08-27
586,406,2010-08-18
589,315,2013-11-24
584,471,2015-10-02
577,689,2014-07-01
583,503,2015-05-05
568,969,2015-12-06
595,132,2015-11-21
576,721,2015-06-30
591,256,2014-05-31
595,133,2008-06-28
574,785,2015-07-22
597,72,2015-03-22
592,229,2013-12-28
593,198,2015-05-21
594,168,2013-08-10
592,230,2008-01-20
597,75,2015-04-16
591,261,2008-08-08
599,14,2014-06-11
575,759,2012-09-07
587,387,2013-10-24
591,264,2015-10-18
592,233,2009-12-05
591,266,2015-12-16
581,576,2014-07-13
570,917,2012-07-21
574,794,2015-05-18
592,236,2013-11-09
593,205,2014-10-04
586,423,2012-04-04
596,113,2013-04-21
577,703,2011-11-08
574,796,2014-12-09
588,363,2014-09-14
576,736,2015-05-26
571,892,2015-05-19
583,521,2015-05-07
576,738,2014-05-04
581,584,2014-06-30
592,243,2005-08-16
596,121,2014-11-27
598,59,2013-01-01
573,835,2015-08-22
574,805,2015-04-08
571,898,2012-08-11
570,930,2014-07-07
596,124,2013-08-07
589,341,2014-11-22
572,868,2014-02-22
598,63,2015-03-06
585,467,2014-09-14
584,498,2002-04-21
568,995,2015-12-29
599,34,2013-10-07
572,871,2012-12-23
588,375,2015-04-07
575,778,2012-12-12
578,686,2010-10-21
571,904,2015-12-10
591,286,2015-12-15
579,659,2015-12-21
573,846,2015-10-22
591,288,2014-05-30
580,629,2014-11-17
587,413,2014-05-16
598,73,2014-10-03
592,260,2015-01-02
571,911,2013-03-23
573,851,2015-10-19
587,417,2015-12-03
573,852,2015-12-26
592,263,2014-02-02
574,822,2015-04-12
569,978,2015-08-19
598,79,2012-09-26
571,916,2008-11-23
589,359,2011-11-01
591,297,2015-11-29
593,235,2015-06-22
587,422,2014-04-07
569,980,2015-02-27
582,577,2008-02-14
598,82,2012-10-17
578,703,2007-05-06
579,672,2014-02-09
595,177,2008-03-19
591,302,2007-04-25
589,364,2013-08-15
570,954,2010-06-28
578,706,2015-02-21
581,614,2012-12-04
599,57,2011-01-14
591,305,2014-12-14
596,151,2015-11-29
586,461,2012-12-02
594,214,2012-06-30
600,29,2013-06-24
569,990,2015-05-29
576,773,2015-10-29
587,433,2015-03-02
590,340,2015-09-24
600,30,2012-06-22
569,992,2010-06-20
575,806,2011-02-04
591,311,2014-02-25
570,962,2009-01-04
578,716,2015-06-04
591,313,2011-12-05
589,375,2012-03-03
572,903,2015-12-11
570,966,2013-02-18
597,129,2008-10-06
575,811,2015-05-10
593,253,2015-03-07
591,316,2014-09-21
583,565,2015-09-21
569,999,2012-09-15
587,441,2015-08-01
571,938,2007-08-04
591,318,2015-08-02
599,70,2013-06-22
580,659,2015-09-29
584,536,2014-07-01
570,970,2011-01-21
573,879,2015-10-13
584,538,2014-07-18
588,415,2014-03-15
587,447,2015-05-18
585,510,2015-06-21
579,699,2015-06-10
590,361,2014-02-21
576,795,2013-04-28
579,703,2013-12-07
578,737,2005-08-10
574,861,2015-01-26
594,241,2011-08-09
597,149,2015-02-28
581,645,2013-12-27
579,708,2014-11-17
587,460,2012-09-30
574,864,2015-01-17
589,399,2015-12-31
597,152,2013-08-27
600,60,2012-07-11
571,960,2015-05-17
578,746,2012-05-16
593,282,2014-10-08
590,375,2014-08-04
579,717,2015-04-03
576,810,2012-11-26
598,129,2015-12-05
579,718,2013-09-26
596,191,2015-05-07
587,471,2012-10-16
594,254,2009-10-19
584,564,2005-06-21
598,130,2013-03-23
596,193,2014-07-21
576,815,2012-11-03
587,475,2014-12-02
585,537,2015-01-28
591,351,2006-09-23
584,568,2015-12-09
592,321,2011-06-04
591,353,2013-09-28
572,942,2012-03-23
590,384,2015-12-27
593,292,2015-01-09
578,757,2013-07-02
573,912,2015-11-05
572,945,2011-11-13
600,77,2014-11-21
601,47,2015-11-26
585,544,2014-08-06
594,265,2015-12-23
587,483,2014-06-03
590,390,2014-11-03
592,329,2010-02-15
573,919,2015-03-05
571,982,2015-08-11
571,983,2014-09-16
584,581,2014-06-30
571,984,2009-07-03
596,209,2004-07-02
594,272,2007-06-13
574,893,2014-06-24
578,769,2009-09-25
599,118,2015-10-04
574,894,2015-11-25
593,305,2015-07-12
575,864,2010-09-26
600,90,2015-08-22
591,369,2012-12-19
595,248,2006-11-14
578,775,2009-11-23
574,900,2015-08-23
583,621,2013-07-16
588,466,2013-01-17
583,622,2015-11-04
575,870,2013-02-02
592,343,2010-02-01
581,685,2015-11-29
580,717,2015-05-02
587,501,2013-07-14
594,284,2008-05-08
591,378,2014-03-16
587,502,2015-11-11
600,99,2015-12-13
585,565,2015-01-31
580,721,2015-06-13
585,566,2014-09-11
592,349,2009-09-29
595,256,2014-05-23
585,567,2015-01-21
581,692,2015-11-22
603,10,2015-04-27
585,568,2015-11-27
574,909,2014-04-08
580,725,2014-03-31
577,818,2008-05-27
579,758,2014-09-01
586,541,2015-10-12
590,418,2015-08-21
580,728,2014-10-19
576,852,2015-12-11
585,577,2015-05-11
580,732,2013-11-01
584,609,2015-05-07
592,361,2015-10-17
596,237,2015-10-05
585,578,2014-09-30
581,703,2009-06-24
591,393,2011-11-19
599,145,2014-08-31
587,519,2014-12-11
586,550,2008-02-15
603,23,2013-11-29
591,396,2014-07-09
581,707,2012-07-24
586,552,2005-08-12
580,739,2015-02-10
573,957,2014-11-11
577,835,2015-06-14
583,649,2013-11-16
578,805,2014-09-11
593,343,2015-01-21
579,778,2015-05-11
580,747,2014-03-01
586,562,2014-07-21
587,532,2014-08-09
579,781,2013-09-29
595,285,2008-06-23
591,409,2008-11-05
604,7,2013-08-15
574,937,2015-03-15
580,753,2014-10-23
597,226,2011-08-27
573,970,2015-09-15
576,877,2015-04-30
594,320,2015-04-10
598,197,2012-08-31
589,476,2012-12-18
596,261,2015-10-29
604,14,2012-09-24
585,603,2015-12-16
580,758,2013-07-25
581,729,2011-03-21
595,296,2009-07-04
574,947,2014-12-29
598,204,2015-01-22
573,981,2015-12-09
587,549,2014-11-24
593,363,2015-08-10
603,53,2013-02-24
581,736,2015-05-19
599,178,2015-02-27
574,953,2014-06-21
579,799,2012-10-06
592,397,2014-03-07
590,460,2012-09-05
597,244,2015-02-24
590,462,2013-12-29
591,431,2013-10-28
580,772,2014-04-30
579,804,2014-01-19
583,681,2015-05-26
585,619,2015-01-05
577,867,2015-08-24
591,434,2009-06-26
576,899,2015-04-09
577,870,2010-11-19
593,374,2014-09-20
594,343,2014-07-28
592,407,2013-10-25
589,500,2014-09-30
578,841,2015-11-03
583,687,2015-01-12
600,160,2011-04-27
589,501,2014-12-18
584,656,2011-06-04
585,627,2014-10-03
579,814,2015-11-27
597,256,2009-11-01
582,722,2015-07-09
602,102,2015-05-31
575,940,2009-09-04
581,755,2008-11-07
586,600,2013-06-29
599,199,2010-12-08
594,355,2015-08-05
586,605,2014-11-09
574,977,2015-12-16
593,392,2015-05-21
585,640,2015-03-04
579,826,2014-01-30
594,362,2011-03-23
598,239,2013-11-16
591,457,2010-01-05
577,892,2014-04-07
590,490,2014-07-16
601,151,2015-08-21
600,183,2011-09-09
600,184,2012-11-21
583,711,2015-04-27
582,742,2015-06-20
599,216,2015-12-24
589,526,2014-04-20
586,621,2015-01-10
588,559,2015-07-13
592,436,2014-04-02
577,901,2014-01-20
600,188,2015-08-31
585,653,2015-08-23
599,220,2010-10-20
581,778,2015-10-04
601,158,2015-12-27
592,439,2015-09-30
579,842,2015-03-06
577,905,2011-10-12
588,564,2013-12-10
588,565,2015-05-14
604,69,2012-12-01
574,1000,2015-06-29
578,876,2015-08-22
586,628,2015-10-23
599,226,2013-06-19
577,908,2015-05-02
601,164,2015-09-01
593,413,2015-10-05
580,817,2015-10-12
579,849,2015-11-02
592,446,2013-08-21
576,942,2015-09-07
591,477,2015-07-02
593,415,2015-10-14
589,540,2014-07-10
598,262,2015-06-25
606,14,2013-03-20
584,697,2006-05-26
581,790,2007-01-09
591,481,2010-05-25
588,575,2014-04-09
586,638,2014-02-07
588,576,2013-04-10
580,824,2013-02-23
598,266,2015-11-20
595,359,2006-08-01
579,856,2012-10-11
593,422,2015-02-06
577,919,2015-03-26
601,176,2015-07-28
587,610,2015-10-01
588,579,2013-03-04
586,642,2010-02-06
605,54,2013-10-16
586,643,2015-09-11
597,302,2011-05-08
595,366,2014-06-30
596,335,2013-09-28
580,831,2015-11-30
584,707,2008-11-19
604,87,2008-01-12
578,894,2015-07-08
586,646,2013-06-13
591,492,2015-07-08
578,895,2011-05-07
602,152,2013-09-02
588,589,2015-12-05
582,775,2007-11-11
583,744,2015-07-26
585,682,2015-12-21
577,932,2011-08-27
591,498,2008-06-27
582,777,2014-11-07
583,746,2015-12-15
575,994,2015-07-04
588,591,2015-04-07
605,65,2012-01-10
581,810,2008-07-30
575,996,2014-02-11
599,253,2011-07-26
600,224,2010-10-27
589,565,2014-11-15
575,1000,2008-07-04
590,535,2012-03-11
585,691,2015-07-22
607,9,2003-09-02
606,40,2015-01-05
602,165,2012-12-21
600,227,2012-01-16
577,940,2014-08-08
591,507,2013-09-03
604,105,2014-01-22
576,973,2015-11-28
588,601,2015-09-07
586,664,2015-11-05
584,727,2010-05-06
585,697,2015-11-03
592,480,2010-10-17
594,418,2013-12-19
584,729,2013-08-19
587,637,2013-08-05
600,234,2013-06-14
600,235,2015-01-17
603,142,2014-08-14
605,82,2010-08-25
603,144,2013-04-25
587,642,2014-07-30
595,394,2015-08-27
583,767,2015-05-07
591,520,2006-12-19
590,551,2015-09-09
587,645,2015-03-28
592,490,2007-12-30
599,274,2010-10-13
582,802,2008-04-09
593,461,2015-02-03
578,926,2014-12-28
605,90,2015-05-24
581,834,2014-04-26
593,463,2015-07-09
579,897,2013-05-27
580,866,2013-03-14
605,91,2013-11-14
603,153,2013-09-08
589,588,2015-12-05
587,650,2015-12-09
586,681,2014-03-07
588,619,2014-07-03
584,744,2015-02-11
608,2,2014-05-21
591,530,2014-11-04
576,995,2014-03-19
607,37,2010-07-14
603,161,2015-04-02
594,442,2009-08-14
585,722,2014-12-01
581,846,2015-10-30
598,319,2014-03-03
578,939,2015-06-02
601,228,2015-05-01
587,664,2015-12-01
584,757,2013-05-17
592,510,2010-01-08
608,14,2015-08-17
581,852,2015-12-14
583,790,2015-08-01
602,203,2013-12-28
581,855,2014-03-26
587,669,2012-10-01
589,609,2015-03-31
584,765,2014-07-05
593,486,2015-06-16
580,891,2014-08-24
580,892,2014-12-09
578,954,2006-01-30
599,304,2014-12-12
598,335,2015-07-27
595,428,2013-03-02
592,522,2008-05-02
605,119,2011-09-21
583,801,2013-09-10
607,58,2009-01-29
589,617,2013-12-03
597,370,2015-11-01
607,61,2014-12-10
603,186,2013-05-19
598,342,2014-11-22
578,962,2009-04-18
586,715,2011-09-17
608,34,2015-09-25
585,748,2014-09-18
584,779,2011-08-17
592,532,2015-07-01
587,687,2015-10-17
585,750,2015-11-23
586,720,2015-06-21
580,907,2014-09-27
595,442,2012-05-02
597,381,2010-11-17
588,660,2013-01-20
607,72,2015-07-28
599,320,2013-12-13
594,475,2010-09-05
584,788,2015-07-25
579,944,2014-09-19
602,231,2015-03-28
607,77,2015-04-21
584,790,2015-04-10
586,730,2008-06-29
586,731,2013-03-27
593,514,2015-08-28
587,700,2013-07-13
608,50,2015-11-15
592,548,2010-02-10
599,331,2011-12-10
596,424,2014-06-01
578,983,2015-10-31
607,85,2015-11-25
587,705,2015-04-30
609,24,2015-10-03
607,87,2015-06-29
600,305,2011-10-14
598,367,2014-10-20
583,832,2015-06-07
605,151,2015-12-15
593,525,2015-08-10
607,91,2015-12-07
604,184,2015-06-14
582,867,2014-02-08
592,557,2013-07-17
591,588,2015-04-07
602,248,2012-08-13
584,806,2015-11-16
604,187,2013-07-09
596,435,2009-02-27
607,94,2015-12-02
601,281,2015-11-15
605,158,2010-02-22
604,190,2014-07-03
609,35,2015-11-16
605,159,2015-01-19
587,717,2013-08-13
610,5,2011-12-18
587,719,2014-05-13
604,192,2014-06-10
599,348,2015-06-27
589,659,2015-09-23
586,752,2014-07-18
610,9,2010-09-13
600,319,2012-03-30
591,599,2011-11-10
583,849,2015-12-28
584,818,2007-11-13
609,43,2015-01-18
603,230,2013-12-10
608,75,2015-10-05
592,572,2008-08-20
596,449,2015-10-14
602,264,2015-10-24
584,824,2012-05-01
585,794,2015-11-04
596,453,2013-02-28
608,81,2015-10-16
597,423,2015-11-17
580,951,2013-11-21
604,208,2003-01-08
593,550,2014-10-01
585,798,2015-06-15
580,953,2013-12-06
584,829,2015-02-22
604,210,2012-03-21
604,214,2012-06-02
598,400,2013-11-17
586,774,2007-05-04
598,402,2013-02-11
584,838,2015-01-31
585,808,2014-07-09
588,715,2014-02-22
610,33,2011-11-18
582,901,2015-07-25
581,934,2015-07-05
601,315,2015-07-03
586,780,2015-12-09
599,378,2014-03-10
594,533,2013-05-20
587,751,2014-01-22
585,814,2015-07-26
604,226,2013-06-16
585,815,2015-12-02
608,102,2014-05-28
610,42,2015-02-20
589,695,2012-10-08
585,821,2015-04-17
581,945,2015-02-20
587,759,2013-08-13
584,853,2015-03-11
594,544,2015-10-11
585,823,2014-09-30
584,855,2012-09-02
590,670,2015-07-26
581,950,2014-12-14
587,764,2012-09-27
596,485,2014-08-13
609,82,2015-06-05
604,238,2014-11-10
608,114,2014-12-04
585,828,2015-05-07
599,395,2015-02-08
594,550,2014-12-07
596,489,2008-10-28
580,985,2014-02-19
587,769,2013-02-25
609,87,2015-12-29
609,88,2015-01-07
604,244,2015-10-23
610,59,2015-08-26
604,247,2015-09-16
580,992,2014-02-05
597,465,2013-11-25
582,930,2005-09-02
587,776,2013-07-22
611,32,2009-05-02
598,436,2014-11-25
587,779,2013-09-05
586,810,2008-07-23
609,97,2015-03-01
605,221,2015-02-27
610,67,2015-01-21
589,718,2015-06-10
605,223,2013-09-16
595,534,2015-05-05
584,875,2015-01-18
596,504,2015-05-07
589,721,2015-12-07
590,691,2013-11-07
591,660,2011-03-29
586,815,2015-02-06
611,40,2015-07-04
607,164,2015-09-22
609,103,2015-06-10
603,289,2015-11-22
594,569,2013-04-11
607,167,2014-10-14
586,818,2010-12-12
587,788,2015-09-02
606,199,2013-06-28
612,14,2015-09-27
603,293,2013-12-28
600,387,2009-10-08
595,543,2013-08-26
595,544,2005-09-01
589,731,2015-03-01
610,82,2015-09-26
596,517,2011-08-22
603,300,2015-11-19
592,642,2002-10-29
596,518,2008-08-14
587,798,2015-05-17
607,178,2015-09-26
611,54,2013-01-26
610,86,2012-05-04
599,428,2012-05-07
587,800,2015-08-11
609,118,2015-04-29
602,335,2013-08-21
600,399,2015-12-17
610,89,2009-09-12
590,710,2015-10-30
592,649,2013-02-16
585,866,2015-07-21
593,620,2015-02-06
591,682,2014-08-04
583,930,2015-04-11
597,496,2014-07-16
587,807,2015-08-15
609,126,2015-12-04
592,654,2015-08-05
611,65,2014-03-09
596,531,2015-12-29
607,190,2014-03-03
587,811,2015-07-18
609,129,2015-07-18
588,781,2014-06-15
597,502,2015-01-29
589,750,2011-12-23
603,318,2014-08-23
606,226,2013-07-01
611,71,2006-05-01
590,722,2014-03-27
585,878,2015-05-04
607,196,2010-10-30
604,289,2011-12-14
605,259,2014-05-15
590,724,2014-11-08
609,135,2014-12-22
606,228,2013-10-01
605,261,2014-09-24
582,975,2007-06-04
593,634,2015-06-05
597,511,2015-05-27
601,387,2015-08-27
597,512,2014-01-26
595,575,2015-01-17
610,111,2010-08-13
612,49,2015-09-24
590,733,2012-10-31
609,144,2015-10-20
610,113,2014-12-15
607,207,2015-07-19
591,703,2012-01-16
602,363,2014-05-23
591,705,2010-10-20
599,458,2013-06-01
587,830,2013-10-09
603,335,2015-12-25
